Raw Data
Scope 1/1, Sample 1/9 (2-Aug-16 Bin 10)
Method Function,Sample (S1)
0.3780,49,221.2,22.2,0.0070,,
0.3865,50,221.4,22.2,0.0075,,
0.3950,51,222.0,22.2,0.0070,,
0.4035,52,222.6,22.2,0.0070,,
0.4120,53,222.7,22.2,0.0070,,
0.4195,54,223.2,22.2,0.0070,,
0.4280,55,223.4,22.2,0.0075,,
0.4365,56,224.1,22.2,0.0075,,
0.4445,57,224.2,22.2,0.0065,,
0.4530,58,224.5,22.2,0.0070,,
0.4615,59,224.5,22.2,0.0070,,
0.4690,60,225.1,22.2,0.0070,,
0.4775,61,225.6,22.2,0.0075,,
0.4860,62,225.7,22.2,0.0075,,
0.4945,63,225.8,22.2,0.0070,,
0.5030,64,226.6,22.2,0.0070,,
0.5110,65,227.2,22.2,0.0065,,
0.5190,66,227.7,22.2,0.0075,,
0.5270,67,228.1,22.2,0.0075,,
0.5355,68,228.3,22.2,0.0075,,
0.5440,69,228.6,22.2,0.0070,,
0.5525,70,228.6,22.2,0.0070,,
0.5610,71,228.4,22.2,0.0070,,
0.5685,72,229.1,22.2,0.0070,,
0.5770,73,229.8,22.2,0.0075,,
0.5855,74,230.2,22.2,0.0075,,
0.5940,75,230.1,22.2,0.0070,,
0.6020,76,230.6,22.2,0.0065,,
0.6105,77,231.0,22.2,0.0070,,
0.6180,78,231.3,22.2,0.0070,,
0.6265,79,231.6,22.2,0.0075,,
0.6350,80,231.9,22.2,0.0075,,
0.6435,81,232.1,22.2,0.0070,,
0.6520,82,232.4,22.2,0.0070,,
0.6605,83,232.6,22.2,0.0070,,
0.6680,84,232.8,22.2,0.0070,,
0.6765,85,232.8,22.2,0.0075,,
0.6845,86,233.1,22.2,0.0075,,
0.6930,87,233.5,22.2,0.0070,,
0.7015,88,233.6,22.2,0.0070,,
0.7100,89,233.8,22.2,0.0070,,
0.7175,90,233.9,22.2,0.0070,,
0.7260,91,233.9,22.2,0.0075,,
0.7345,92,234.1,22.2,0.0075,,
0.7430,93,234.9,22.2,0.0070,,
0.7515,94,235.4,22.2,0.0070,,
0.7595,95,235.6,22.2,0.0075,,
0.7675,96,235.8,22.2,0.0075,,
0.7760,97,236.1,22.2,0.0075,,
0.7840,98,235.7,22.2,0.0065,,
0.7925,99,235.5,22.2,0.0070,,
0.8005,100,235.8,22.2,0.0065,,
0.8090,101,236.0,22.2,0.0070,,
0.8165,102,236.0,22.2,0.0070,,
0.8245,103,236.2,22.2,0.0075,,
0.8330,104,236.4,22.2,0.0075,,
0.8415,105,236.6,22.2,0.0070,,
0.8495,106,236.8,22.2,0.0065,,
0.8575,107,237.1,22.2,0.0065,,
0.8585,108,237.5,22.2,0.0010,,
0.8595,109,238.0,22.2,0.0010,,
0.8600,110,238.3,22.2,0.0005,,
0.8610,111,238.4,22.2,0.0010,,
0.8625,112,238.3,22.2,0.0010,,
0.8640,113,238.3,22.2,0.0010,,
0.8665,114,238.6,22.2,0.0025,,
0.8690,115,238.6,22.2,0.0025,,
0.8700,116,238.4,22.2,0.0010,,
0.8705,117,238.3,22.2,0.0005,,
0.8710,118,238.3,22.2,0.0005,,
0.8725,119,238.3,22.2,0.0010,,
0.8735,120,237.7,22.2,0.0010,,
0.8740,121,237.7,22.2,0.0005,,
0.8750,122,237.8,22.2,0.0010,,
0.8760,123,237.8,22.2,0.0010,,
0.8770,124,237.7,22.2,0.0010,,
0.8775,125,238.5,22.2,0.0005,,
0.8780,126,239.0,22.2,0.0005,,
0.8790,127,238.9,22.2,0.0010,,
0.8795,128,239.0,22.2,0.0005,,
0.8810,129,238.9,22.2,0.0010,,
0.8830,130,238.9,22.2,0.0015,,
0.8855,131,238.6,22.2,0.0020,,
0.8885,132,239.1,22.2,0.0025,,
0.8900,133,239.2,22.2,0.0015,,
0.8915,134,239.2,22.2,0.0015,,
0.8920,135,239.3,22.2,0.0005,,
0.8930,136,239.3,22.2,0.0010,,
0.8940,137,239.1,22.2,0.0010,,
0.8945,138,239.3,22.2,0.0005,,
0.8965,139,238.9,22.2,0.0020,,
0.8990,140,239.0,22.2,0.0025,,
0.9000,141,239.4,22.2,0.0010,,
0.9005,142,239.4,22.2,0.0005,,
0.9010,143,239.5,22.2,0.0005,,
0.9015,144,239.5,22.2,0.0005,,
0.9030,145,239.5,22.2,0.0010,,
0.9035,146,239.5,22.2,0.0005,,
0.9040,147,239.6,22.2,0.0005,,
0.9055,148,239.6,22.2,0.0010,,
0.9060,149,239.6,22.2,0.0005,,
0.9065,150,238.7,22.2,0.0005,,
0.9070,151,238.5,22.2,0.0005,,
0.9080,152,238.4,22.2,0.0010,,
0.9090,153,238.5,22.2,0.0010,,
0.9095,154,238.5,22.2,0.0005,,
0.9105,155,238.5,22.2,0.0010,,
0.9110,156,238.6,22.2,0.0005,,
0.9125,157,238.5,22.2,0.0015,,
0.9130,158,238.8,22.2,0.0005,,
0.9140,159,239.1,22.2,0.0010,,
0.9150,160,239.6,22.2,0.0010,,
0.9155,161,239.7,22.2,0.0005,,
0.9160,162,239.9,22.2,0.0005,,
0.9170,163,239.8,22.2,0.0010,,
0.9180,164,239.9,22.2,0.0010,,
0.9185,165,239.9,22.2,0.0005,,
0.9185,166,239.9,22.2,0.0000,,
0.9210,167,240.0,22.2,0.0020,,
0.9220,168,239.7,22.2,0.0010,,
0.9225,168,240.0,22.2,0.0010,,
Scope 1/1, Sample 6/9 (8-Aug-16 Bin1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-98.8,22.0,NaN,,
0.0005,1,-101.4,21.8,0.0005,,
0.0020,2,-101.7,21.8,0.0015,,
0.0050,3,-101.8,21.8,0.0025,,
0.0085,4,-101.8,21.8,0.0030,,
0.0145,5,-101.9,21.8,0.0050,,
0.0230,6,-101.9,21.8,0.0075,,
0.0305,7,-102.0,21.8,0.0070,,
0.0390,8,-101.4,21.8,0.0075,,
0.0475,9,-100.8,21.8,0.0070,,
0.0560,10,-100.0,21.8,0.0070,,
0.0645,11,-99.6,21.8,0.0070,,
0.0725,12,-99.7,21.8,0.0075,,
0.0800,13,-99.3,21.8,0.0070,,
0.0885,14,-98.2,21.8,0.0075,,
0.0970,15,-97.2,21.8,0.0075,,
0.1055,16,-96.5,21.8,0.0070,,
0.1140,17,-95.9,21.8,0.0070,,
0.1225,18,-95.1,21.8,0.0070,,
0.1300,19,-94.3,21.8,0.0070,,
0.1385,20,-93.9,21.8,0.0075,,
0.1470,21,-93.4,21.8,0.0070,,
0.1550,22,-92.3,21.8,0.0065,,
0.1635,23,-91.0,21.8,0.0070,,
0.1720,24,-90.0,21.8,0.0070,,
0.1795,25,-89.1,21.8,0.0070,,
0.1880,26,-88.2,21.8,0.0075,,
0.1965,27,-87.9,21.8,0.0075,,
0.2050,28,-86.8,21.8,0.0070,,
0.2130,29,-85.5,21.8,0.0065,,
0.2215,30,-84.5,21.8,0.0070,,
0.2290,31,-83.9,21.8,0.0070,,
0.2375,32,-82.5,21.8,0.0075,,
0.2460,33,-81.6,21.8,0.0075,,
0.2545,34,-80.5,21.8,0.0070,,
0.2630,35,-79.1,21.8,0.0070,,
0.2715,36,-78.1,21.8,0.0070,,
0.2790,37,-76.8,21.8,0.0070,,
0.2875,38,-75.6,21.8,0.0075,,
0.2960,39,-73.8,21.8,0.0075,,
0.3040,40,-72.3,21.8,0.0065,,
0.3125,41,-71.1,21.8,0.0070,,
0.3210,42,-69.7,21.8,0.0070,,
0.3285,43,-68.1,21.8,0.0070,,
0.3370,44,-66.1,21.8,0.0075,,
0.3455,45,-64.3,21.8,0.0075,,
0.3540,46,-62.5,21.8,0.0070,,
0.3625,47,-60.1,21.8,0.0070,,
0.3705,48,-57.9,21.8,0.0065,,
0.3785,49,-56.0,21.8,0.0075,,
0.3865,50,-53.8,21.8,0.0075,,
0.3950,51,-51.2,21.8,0.0075,,
0.4035,52,-48.8,21.8,0.0070,,
0.4120,53,-46.1,21.8,0.0070,,
0.4205,54,-43.2,21.8,0.0070,,
0.4280,55,-40.4,21.8,0.0070,,
0.4365,56,-37.3,21.8,0.0075,,
0.4450,57,-34.3,21.8,0.0075,,
0.4530,58,-30.8,21.8,0.0065,,
0.4615,59,-26.5,21.8,0.0070,,
0.4700,60,-22.2,21.8,0.0070,,
0.4775,61,-18.1,21.8,0.0070,,
0.4860,62,-14.2,21.8,0.0075,,
0.4945,63,-10.7,21.8,0.0075,,
0.5030,64,-7.4,21.8,0.0070,,
0.5115,65,-4.4,21.8,0.0070,,
0.5195,66,-1.6,21.8,0.0065,,
0.5275,67,1.7,21.8,0.0075,,
0.5355,68,3.0,21.8,0.0075,,
0.5440,69,4.8,21.8,0.0075,,
0.5525,70,6.2,21.8,0.0070,,
0.5610,71,7.6,21.8,0.0070,,
0.5695,72,9.4,21.8,0.0070,,
0.5770,73,11.7,21.8,0.0070,,
0.5855,74,13.1,21.8,0.0075,,
0.5940,75,13.9,21.8,0.0075,,
0.6020,76,14.9,21.8,0.0065,,
0.6105,77,16.1,21.8,0.0070,,
0.6190,78,17.5,21.8,0.0070,,
0.6265,79,18.4,21.8,0.0070,,
0.6350,80,19.6,21.8,0.0075,,
0.6435,81,21.2,21.8,0.0075,,
0.6520,82,22.0,21.8,0.0070,,
0.6605,83,22.5,21.8,0.0070,,
0.6690,84,23.9,21.8,0.0070,,
0.6765,85,24.3,21.8,0.0070,,
0.6845,86,25.3,21.8,0.0075,,
0.6930,87,26.4,21.8,0.0075,,
0.7015,88,27.6,21.8,0.0070,,
0.7100,89,28.5,21.8,0.0070,,
0.7185,90,29.6,21.8,0.0070,,
0.7260,91,30.4,21.8,0.0070,,
0.7345,92,31.2,21.8,0.0075,,
0.7430,93,32.2,21.8,0.0075,,
0.7515,94,33.1,21.8,0.0070,,
0.7595,95,34.0,21.8,0.0065,,
0.7680,96,34.9,21.8,0.0070,,
0.7755,97,35.8,21.8,0.0070,,
0.7840,98,36.9,21.8,0.0075,,
0.7925,99,37.7,21.8,0.0070,,
0.8010,100,38.6,21.8,0.0070,,
0.8095,101,39.4,21.8,0.0070,,
0.8180,102,40.2,21.9,0.0070,,
0.8255,103,40.9,21.9,0.0070,,
0.8340,104,42.1,21.9,0.0075,,
0.8425,105,43.2,21.9,0.0070,,
0.8505,106,44.1,21.9,0.0065,,
0.8590,107,44.6,21.8,0.0070,,
0.8675,108,46.0,21.9,0.0070,,
0.8750,109,47.5,21.9,0.0070,,
0.8835,110,48.3,21.9,0.0075,,
0.8920,111,48.9,21.9,0.0075,,
0.9005,112,49.9,21.9,0.0070,,
0.9085,113,50.9,21.9,0.0065,,
0.9170,114,51.9,21.9,0.0070,,
0.9250,115,52.5,21.9,0.0075,,
0.9330,116,53.4,21.9,0.0075,,
0.9415,117,54.2,21.9,0.0075,,
0.9500,118,55.3,21.9,0.0070,,
0.9585,119,56.4,21.9,0.0070,,
0.9670,120,57.5,21.9,0.0070,,
0.9745,121,57.9,21.9,0.0070,,
0.9830,122,59.8,21.9,0.0075,,
0.9915,123,60.7,21.9,0.0075,,
0.9995,124,61.7,21.9,0.0065,,
1.0080,125,62.2,21.9,0.0070,,
1.0165,126,63.5,21.9,0.0070,,
1.0240,127,63.8,21.9,0.0070,,
1.0325,128,64.6,21.9,0.0075,,
1.0410,129,66.0,21.9,0.0075,,
1.0495,130,67.3,21.9,0.0070,,
1.0580,131,68.7,21.9,0.0070,,
1.0660,132,69.5,21.9,0.0075,,
1.0740,133,70.4,21.9,0.0075,,
1.0820,134,71.7,21.9,0.0075,,
1.0905,135,73.3,21.9,0.0070,,
1.0990,136,74.5,21.9,0.0070,,
1.1075,137,76.2,21.9,0.0070,,
1.1160,138,77.3,21.9,0.0075,,
1.1235,139,78.9,21.9,0.0070,,
1.1320,140,80.5,21.9,0.0075,,
1.1405,141,82.0,21.9,0.0070,,
1.1490,142,83.4,21.9,0.0070,,
1.1570,143,84.6,21.9,0.0065,,
1.1655,144,86.8,21.9,0.0070,,
1.1730,145,88.5,21.9,0.0070,,
1.1815,146,90.7,21.9,0.0075,,
1.1900,147,92.4,21.9,0.0070,,
1.1985,148,94.7,21.9,0.0070,,
1.2070,149,97.4,21.9,0.0070,,
1.2155,150,99.4,21.9,0.0075,,
1.2230,151,102.0,21.9,0.0070,,
1.2315,152,105.6,21.9,0.0075,,
1.2395,153,109.3,21.9,0.0075,,
1.2480,154,112.9,21.9,0.0070,,
1.2565,155,116.9,21.9,0.0070,,
1.2650,156,120.9,21.9,0.0070,,
1.2725,157,125.2,21.9,0.0070,,
1.2810,158,130.1,21.9,0.0075,,
1.2895,159,135.4,21.9,0.0075,,
1.2975,160,140.1,21.9,0.0065,,
1.3060,161,145.1,21.9,0.0070,,
1.3145,162,150.3,21.9,0.0070,,
1.3220,163,154.2,21.9,0.0070,,
1.3305,164,158.1,21.9,0.0075,,
1.3390,165,162.0,21.9,0.0075,,
1.3475,166,165.4,21.9,0.0070,,
1.3560,167,168.9,21.9,0.0070,,
1.3645,168,171.6,21.9,0.0070,,
1.3720,169,173.5,21.9,0.0070,,
1.3805,170,175.5,21.9,0.0075,,
1.3885,171,177.9,21.9,0.0075,,
1.3970,172,179.8,21.9,0.0070,,
1.4055,173,181.6,21.9,0.0070,,
1.4130,174,183.4,21.9,0.0060,,
1.4185,175,184.7,21.9,0.0050,,
1.4215,176,185.7,21.9,0.0025,,
1.4220,177,186.4,21.9,0.0005,,
1.4230,178,186.7,21.9,0.0010,,
1.4230,179,186.7,21.9,0.0000,,
1.4250,180,186.9,21.9,0.0015,,
1.4260,181,187.1,21.9,0.0010,,
1.4275,182,187.5,21.9,0.0015,,
1.4295,183,188.1,21.9,0.0020,,
1.4325,184,188.1,21.9,0.0025,,
1.4345,185,188.4,21.9,0.0015,,
1.4350,186,188.8,21.9,0.0005,,
1.4355,187,190.1,21.9,0.0010,,
Result,TitrationEP2
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,190.1,22.2,NaN,,
0.0005,1,190.4,22.2,0.0005,,
0.0020,2,190.4,22.2,0.0015,,
0.0050,3,190.5,22.2,0.0025,,
0.0085,4,190.8,22.2,0.0030,,
0.0145,5,191.3,22.2,0.0050,,
0.0230,6,192.2,22.2,0.0070,,
0.0305,7,193.2,22.2,0.0070,,
0.0390,8,194.6,22.2,0.0075,,
0.0475,9,195.7,22.2,0.0075,,
0.0560,10,196.8,22.2,0.0070,,
0.0640,11,197.9,22.2,0.0065,,
0.0725,12,198.5,22.2,0.0070,,
0.0805,13,199.4,22.2,0.0075,,
0.0885,14,200.2,22.2,0.0075,,
0.0970,15,201.7,22.2,0.0075,,
0.1055,16,202.2,22.2,0.0070,,
0.1140,17,203.2,22.2,0.0070,,
0.1225,18,203.9,22.2,0.0070,,
0.1300,19,204.5,22.2,0.0070,,
0.1385,20,205.4,22.2,0.0075,,
0.1465,21,206.3,22.2,0.0075,,
0.1550,22,207.1,22.2,0.0070,,
0.1635,23,207.9,22.2,0.0070,,
0.1720,24,208.3,22.2,0.0070,,
0.1795,25,208.6,22.2,0.0070,,
0.1880,26,209.2,22.2,0.0075,,
0.1965,27,209.6,22.2,0.0075,,
0.2050,28,210.2,22.2,0.0070,,
0.2130,29,211.3,22.2,0.0065,,
0.2215,30,211.9,22.2,0.0070,,
0.2290,31,212.4,22.2,0.0070,,
0.2375,32,213.2,22.2,0.0075,,
0.2460,33,213.9,22.2,0.0075,,
0.2545,34,214.4,22.2,0.0070,,
0.2630,35,215.0,22.2,0.0070,,
0.2715,36,215.6,22.2,0.0070,,
0.2790,37,216.1,22.2,0.0070,,
0.2875,38,216.7,22.2,0.0075,,
0.2960,39,217.2,22.2,0.0075,,
0.3040,40,217.7,22.2,0.0065,,
0.3125,41,217.9,22.2,0.0070,,
0.3210,42,217.8,22.2,0.0070,,
0.3295,43,218.1,22.2,0.0075,,
0.3370,44,218.7,22.2,0.0070,,
0.3455,45,219.4,22.2,0.0075,,
0.3540,46,219.9,22.2,0.0070,,
0.3625,47,220.4,22.2,0.0070,,
0.3705,48,221.2,22.2,0.0065,,
0.3785,49,221.2,22.2,0.0075,,
0.3865,50,221.3,22.2,0.0075,,
0.3950,51,221.8,22.2,0.0075,,
0.4035,52,222.4,22.2,0.0070,,
0.4120,53,222.8,22.2,0.0070,,
0.4205,54,223.5,22.2,0.0070,,
0.4280,55,223.9,22.2,0.0070,,
0.4365,56,224.3,22.2,0.0075,,
0.4450,57,224.6,22.2,0.0075,,
0.4530,58,225.0,22.2,0.0065,,
0.4615,59,225.4,22.2,0.0070,,
0.4700,60,225.7,22.2,0.0070,,
0.4775,61,225.8,22.2,0.0070,,
0.4860,62,226.4,22.2,0.0075,,
0.4945,63,226.6,22.2,0.0075,,
0.5030,64,227.0,22.2,0.0070,,
0.5115,65,227.4,22.2,0.0070,,
0.5195,66,227.6,22.2,0.0065,,
0.5280,67,227.5,22.2,0.0075,,
0.5355,68,228.1,22.2,0.0070,,
0.5440,69,228.2,22.2,0.0075,,
0.5525,70,228.7,22.2,0.0070,,
0.5610,71,229.1,22.2,0.0070,,
0.5695,72,229.5,22.2,0.0070,,
0.5770,73,229.9,22.2,0.0070,,
0.5855,74,230.1,22.2,0.0075,,
0.5940,75,230.4,22.2,0.0075,,
0.6020,76,230.4,22.2,0.0065,,
0.6105,77,230.8,22.2,0.0070,,
0.6190,78,231.2,22.2,0.0070,,
0.6275,79,231.0,22.2,0.0075,,
0.6350,80,231.7,22.2,0.0070,,
0.6435,81,232.0,22.2,0.0075,,
0.6520,82,232.0,22.2,0.0070,,
0.6605,83,232.2,22.2,0.0070,,
0.6690,84,232.6,22.2,0.0070,,
0.6765,85,233.0,22.2,0.0070,,
0.6850,86,233.4,22.2,0.0075,,
0.6930,87,233.5,22.2,0.0075,,
0.7015,88,233.7,22.2,0.0070,,
0.7100,89,233.5,22.2,0.0070,,
0.7185,90,233.7,22.2,0.0070,,
0.7260,91,234.3,22.2,0.0070,,
0.7345,92,234.8,22.2,0.0075,,
0.7430,93,235.1,22.2,0.0075,,
0.7515,94,235.0,22.2,0.0070,,
0.7595,95,235.1,22.2,0.0065,,
0.7680,96,235.1,22.2,0.0070,,
0.7760,97,235.6,22.2,0.0075,,
0.7840,98,235.7,22.2,0.0075,,
0.7925,99,235.9,22.2,0.0075,,
0.8010,100,236.4,22.2,0.0070,,
0.8095,101,236.7,22.2,0.0070,,
0.8180,102,236.9,22.2,0.0070,,
0.8255,103,237.3,22.2,0.0070,,
0.8340,104,237.5,22.2,0.0075,,
0.8420,105,237.7,22.2,0.0065,,
0.8505,106,237.4,22.2,0.0070,,
0.8585,107,237.5,22.2,0.0065,,
0.8670,108,237.2,22.2,0.0070,,
0.8745,109,237.8,22.2,0.0070,,
0.8805,110,238.6,22.2,0.0055,,
0.8820,111,238.9,22.2,0.0015,,
0.8825,112,238.9,22.2,0.0005,,
0.8835,113,239.0,22.2,0.0010,,
0.8840,114,239.0,22.2,0.0005,,
0.8845,115,238.6,22.2,0.0005,,
0.8850,116,238.7,22.2,0.0005,,
0.8860,117,239.1,22.2,0.0010,,
0.8880,118,239.2,22.2,0.0015,,
0.8905,119,239.0,22.2,0.0020,,
0.8915,120,239.2,22.2,0.0010,,
0.8915,121,239.1,22.2,0.0000,,
0.8920,122,238.4,22.2,0.0005,,
0.8920,123,238.1,22.2,0.0000,,
0.8925,124,238.1,22.2,0.0005,,
0.8935,125,238.4,22.2,0.0010,,
0.8935,126,238.3,22.2,0.0000,,
0.8955,127,238.2,22.2,0.0015,,
0.8960,128,238.3,22.2,0.0005,,
0.8965,129,238.2,22.2,0.0005,,
0.8980,130,238.2,22.2,0.0015,,
0.8995,131,238.3,22.2,0.0010,,
0.9000,132,238.3,22.2,0.0005,,
0.9010,133,238.8,22.2,0.0010,,
0.9015,134,238.9,22.2,0.0005,,
0.9030,135,239.2,22.2,0.0015,,
0.9050,136,239.1,22.2,0.0015,,
0.9065,137,239.2,22.2,0.0010,,
0.9070,138,239.3,22.2,0.0005,,
0.9075,139,239.3,22.2,0.0005,,
0.9080,140,239.2,22.2,0.0005,,
0.9090,141,239.4,22.2,0.0010,,
0.9095,142,239.6,22.2,0.0005,,
0.9110,143,239.7,22.2,0.0010,,
0.9135,144,239.7,22.2,0.0020,,
0.9150,145,239.8,22.2,0.0010,,
0.9155,146,239.1,22.2,0.0005,,
0.9160,147,238.8,22.2,0.0005,,
0.9175,148,239.2,22.2,0.0015,,
0.9185,149,239.3,22.2,0.0010,,
0.9190,150,239.4,22.2,0.0005,,
0.9195,151,239.9,22.2,0.0005,,
0.9205,152,239.9,22.2,0.0010,,
0.9210,153,239.9,22.2,0.0005,,
0.9215,154,239.8,22.2,0.0005,,
0.9220,154,240.0,22.2,0.0010,,
Scope 1/1, Sample 7/9 (8-Aug-16 Bin2)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-97.4,21.9,NaN,,
0.0005,1,-100.8,21.8,0.0005,,
0.0020,2,-100.9,21.8,0.0015,,
0.0050,3,-100.6,21.8,0.0025,,
0.0085,4,-100.9,21.8,0.0030,,
0.0145,5,-101.0,21.8,0.0050,,
0.0230,6,-101.0,21.8,0.0070,,
0.0305,7,-100.8,21.8,0.0070,,
0.0390,8,-100.4,21.8,0.0075,,
0.0475,9,-99.8,21.8,0.0075,,
0.0560,10,-99.4,21.8,0.0070,,
0.0640,11,-98.7,21.8,0.0065,,
0.0725,12,-97.9,21.8,0.0070,,
0.0800,13,-97.5,21.8,0.0070,,
0.0885,14,-96.8,21.8,0.0075,,
0.0970,15,-96.1,21.8,0.0075,,
0.1055,16,-95.4,21.8,0.0070,,
0.1140,17,-94.8,21.8,0.0070,,
0.1225,18,-93.7,21.8,0.0070,,
0.1300,19,-92.9,21.8,0.0070,,
0.1385,20,-92.1,21.8,0.0075,,
0.1470,21,-90.9,21.8,0.0075,,
0.1550,22,-90.4,21.8,0.0065,,
0.1635,23,-89.7,21.8,0.0070,,
0.1720,24,-88.7,21.8,0.0070,,
0.1795,25,-87.9,21.8,0.0070,,
0.1880,26,-86.8,21.8,0.0075,,
0.1965,27,-85.5,21.8,0.0070,,
0.2050,28,-84.6,21.8,0.0070,,
0.2135,29,-83.6,21.8,0.0070,,
0.2215,30,-82.5,21.8,0.0065,,
0.2295,31,-81.6,21.8,0.0075,,
0.2375,32,-80.3,21.8,0.0075,,
0.2460,33,-79.2,21.8,0.0075,,
0.2545,34,-77.7,21.8,0.0070,,
0.2630,35,-76.1,21.8,0.0070,,
0.2715,36,-74.9,21.8,0.0070,,
0.2790,37,-73.7,21.8,0.0070,,
0.2875,38,-72.4,21.8,0.0075,,
0.2960,39,-71.0,21.8,0.0075,,
0.3040,40,-69.2,21.8,0.0065,,
0.3125,41,-67.8,21.8,0.0070,,
0.3210,42,-66.0,21.8,0.0070,,
0.3285,43,-64.3,21.8,0.0070,,
0.3370,44,-62.4,21.8,0.0075,,
0.3455,45,-60.5,21.8,0.0075,,
0.3540,46,-58.0,21.8,0.0070,,
0.3625,47,-55.5,21.8,0.0070,,
0.3705,48,-53.4,21.8,0.0065,,
0.3785,49,-51.7,21.8,0.0075,,
0.3865,50,-48.9,21.8,0.0075,,
0.3950,51,-46.2,21.8,0.0075,,
0.4035,52,-43.4,21.8,0.0070,,
0.4120,53,-40.3,21.8,0.0070,,
0.4205,54,-36.5,21.8,0.0070,,
0.4280,55,-33.4,21.8,0.0070,,
0.4365,56,-29.0,21.8,0.0075,,
0.4450,57,-24.7,21.8,0.0075,,
0.4535,58,-20.4,21.8,0.0070,,
0.4615,59,-16.2,21.8,0.0065,,
0.4700,60,-12.2,21.8,0.0070,,
0.4775,61,-9.1,21.8,0.0070,,
0.4860,62,-5.4,21.8,0.0075,,
0.4945,63,-2.3,21.8,0.0075,,
0.5030,64,0.6,21.8,0.0070,,
0.5115,65,2.0,21.8,0.0070,,
0.5200,66,3.8,21.8,0.0070,,
0.5275,67,5.4,21.8,0.0070,,
0.5360,68,7.1,21.8,0.0075,,
0.5440,69,8.7,21.8,0.0075,,
0.5525,70,10.5,21.8,0.0070,,
0.5610,71,12.0,21.8,0.0070,,
0.5695,72,13.3,21.8,0.0070,,
0.5770,73,14.7,21.8,0.0070,,
0.5855,74,15.9,21.8,0.0075,,
0.5940,75,17.1,21.8,0.0075,,
0.6025,76,18.1,21.8,0.0070,,
0.6105,77,19.2,21.8,0.0065,,
0.6190,78,19.8,21.8,0.0070,,
0.6265,79,20.8,21.8,0.0070,,
0.6350,80,21.5,21.8,0.0075,,
0.6435,81,22.3,21.8,0.0070,,
0.6520,82,23.4,21.8,0.0070,,
0.6605,83,24.4,21.8,0.0070,,
0.6690,84,25.2,21.8,0.0075,,
0.6765,85,26.2,21.8,0.0070,,
0.6850,86,27.3,21.8,0.0075,,
0.6935,87,28.4,21.8,0.0070,,
0.7015,88,29.5,21.8,0.0065,,
0.7100,89,30.3,21.8,0.0070,,
0.7185,90,30.9,21.8,0.0075,,
0.7260,91,31.7,21.8,0.0070,,
0.7345,92,33.1,21.8,0.0075,,
0.7430,93,34.1,21.8,0.0070,,
0.7515,94,34.9,21.8,0.0070,,
0.7600,95,36.2,21.8,0.0070,,
0.7675,96,36.8,21.8,0.0070,,
0.7760,97,37.6,21.8,0.0075,,
0.7840,98,38.5,21.8,0.0075,,
0.7925,99,38.9,21.8,0.0070,,
0.8010,100,39.7,21.8,0.0070,,
0.8095,101,40.5,21.8,0.0070,,
0.8180,102,41.4,21.8,0.0070,,
0.8255,103,42.2,21.8,0.0070,,
0.8340,104,43.4,21.8,0.0075,,
0.8425,105,44.4,21.8,0.0070,,
0.8510,106,45.5,21.8,0.0070,,
0.8590,107,46.6,21.8,0.0065,,
0.8675,108,46.7,21.8,0.0075,,
0.8750,109,47.4,21.8,0.0070,,
0.8835,110,48.2,21.8,0.0075,,
0.8920,111,49.2,21.8,0.0070,,
0.9005,112,49.9,21.8,0.0070,,
0.9090,113,51.0,21.8,0.0070,,
0.9170,114,51.7,21.8,0.0065,,
0.9250,115,52.7,21.8,0.0075,,
0.9330,116,53.7,21.8,0.0075,,
0.9415,117,54.8,21.8,0.0075,,
0.9500,118,55.5,21.8,0.0070,,
0.9585,119,56.6,21.8,0.0070,,
0.9670,120,58.2,21.8,0.0070,,
0.9745,121,58.8,21.8,0.0070,,
0.9830,122,59.5,21.8,0.0075,,
0.9915,123,60.7,21.8,0.0075,,
0.9995,124,61.6,21.8,0.0065,,
1.0080,125,62.5,21.8,0.0070,,
1.0165,126,63.7,21.8,0.0070,,
1.0240,127,64.9,21.8,0.0070,,
1.0325,128,66.4,21.8,0.0075,,
1.0410,129,67.5,21.8,0.0075,,
1.0495,130,68.3,21.8,0.0070,,
1.0580,131,69.2,21.8,0.0070,,
1.0665,132,70.3,21.8,0.0070,,
1.0740,133,71.7,21.8,0.0070,,
1.0825,134,73.1,21.8,0.0075,,
1.0905,135,74.6,21.8,0.0075,,
1.0990,136,75.6,21.8,0.0070,,
1.1075,137,77.5,21.8,0.0070,,
1.1160,138,78.4,21.8,0.0070,,
1.1235,139,79.7,21.8,0.0070,,
1.1320,140,81.5,21.8,0.0075,,
1.1405,141,83.2,21.8,0.0070,,
1.1490,142,84.9,21.8,0.0070,,
1.1570,143,86.9,21.8,0.0065,,
1.1655,144,88.6,21.8,0.0075,,
1.1730,145,90.7,21.8,0.0070,,
1.1815,146,93.1,21.8,0.0075,,
1.1900,147,95.8,21.8,0.0070,,
1.1985,148,98.1,21.8,0.0070,,
1.2070,149,100.2,21.8,0.0070,,
1.2155,150,103.3,21.8,0.0070,,
1.2230,151,106.8,21.8,0.0070,,
1.2315,152,110.1,21.9,0.0075,,
1.2395,153,114.1,21.9,0.0075,,
