Raw Data
Scope 1/1, Sample 1/9 (165)
Method Function,Sample (S1)
0.1055,16,202.2,21.9,0.0070,,
0.1140,17,203.3,21.9,0.0070,,
0.1225,18,204.0,21.9,0.0070,,
0.1300,19,204.8,21.9,0.0070,,
0.1385,20,205.0,21.9,0.0075,,
0.1470,21,205.3,21.9,0.0075,,
0.1550,22,206.0,21.9,0.0065,,
0.1635,23,207.3,21.9,0.0070,,
0.1720,24,207.6,21.9,0.0070,,
0.1795,25,208.0,21.9,0.0070,,
0.1880,26,209.0,21.9,0.0075,,
0.1965,27,209.9,21.9,0.0070,,
0.2050,28,210.6,21.9,0.0070,,
0.2135,29,211.4,21.9,0.0070,,
0.2215,30,212.1,21.9,0.0065,,
0.2295,31,212.7,21.9,0.0075,,
0.2380,32,213.4,21.9,0.0075,,
0.2460,33,214.0,21.9,0.0065,,
0.2545,34,214.3,21.9,0.0070,,
0.2630,35,214.7,21.9,0.0070,,
0.2715,36,215.4,21.9,0.0075,,
0.2790,37,215.8,21.9,0.0070,,
0.2875,38,215.9,21.9,0.0075,,
0.2960,39,216.0,21.9,0.0070,,
0.3045,40,216.8,21.9,0.0070,,
0.3125,41,218.0,21.9,0.0065,,
0.3210,42,218.4,21.9,0.0070,,
0.3285,43,218.8,21.9,0.0070,,
0.3370,44,219.3,21.9,0.0075,,
0.3455,45,219.5,21.9,0.0070,,
0.3540,46,220.2,21.9,0.0070,,
0.3625,47,220.2,21.9,0.0070,,
0.3710,48,220.5,21.9,0.0070,,
0.3785,49,220.9,21.9,0.0070,,
0.3870,50,221.3,21.9,0.0075,,
0.3950,51,221.9,21.9,0.0075,,
0.4035,52,222.1,21.9,0.0070,,
0.4120,53,222.6,21.9,0.0070,,
0.4205,54,222.8,21.9,0.0070,,
0.4280,55,223.0,21.9,0.0070,,
0.4365,56,223.0,21.9,0.0075,,
0.4450,57,223.3,21.9,0.0070,,
0.4535,58,223.6,21.9,0.0070,,
0.4615,59,224.0,21.9,0.0065,,
0.4700,60,224.3,21.9,0.0070,,
0.4775,61,224.9,21.9,0.0070,,
0.4860,62,225.0,21.9,0.0075,,
0.4945,63,225.6,21.9,0.0070,,
0.5030,64,226.0,21.9,0.0070,,
0.5115,65,226.9,21.9,0.0070,,
0.5200,66,227.3,21.9,0.0070,,
0.5275,67,227.2,21.9,0.0070,,
0.5360,68,227.8,21.9,0.0075,,
0.5440,69,228.3,21.9,0.0065,,
0.5525,70,228.7,21.9,0.0070,,
0.5610,71,229.0,21.9,0.0070,,
0.5695,72,229.2,21.9,0.0075,,
0.5770,73,229.0,21.9,0.0070,,
0.5855,74,228.7,21.9,0.0075,,
0.5940,75,229.1,21.9,0.0070,,
0.6025,76,229.2,21.9,0.0070,,
0.6110,77,229.9,21.9,0.0070,,
0.6185,78,230.1,21.9,0.0070,,
0.6270,79,230.8,21.9,0.0075,,
0.6355,80,231.3,21.9,0.0075,,
0.6435,81,231.8,21.9,0.0065,,
0.6520,82,232.1,21.9,0.0070,,
0.6605,83,232.4,21.9,0.0070,,
0.6680,84,232.6,21.9,0.0070,,
0.6765,85,232.9,21.9,0.0075,,
0.6850,86,233.0,21.9,0.0070,,
0.6935,87,233.3,21.9,0.0070,,
0.7020,88,233.5,21.9,0.0070,,
0.7100,89,233.7,21.9,0.0065,,
0.7180,90,233.7,21.9,0.0075,,
0.7260,91,234.1,21.9,0.0075,,
0.7345,92,234.2,21.9,0.0075,,
0.7430,93,234.5,21.9,0.0070,,
0.7515,94,234.9,21.9,0.0070,,
0.7600,95,235.1,21.9,0.0070,,
0.7675,96,235.0,21.9,0.0070,,
0.7760,97,235.5,21.9,0.0075,,
0.7845,98,235.7,21.9,0.0075,,
0.7925,99,235.8,21.9,0.0065,,
0.8010,100,236.1,21.9,0.0070,,
0.8095,101,236.5,21.9,0.0070,,
0.8170,102,236.3,21.9,0.0070,,
0.8255,103,236.4,21.9,0.0075,,
0.8335,104,236.9,21.9,0.0075,,
0.8420,105,237.1,21.9,0.0070,,
0.8505,106,237.7,21.9,0.0070,,
0.8590,107,237.9,21.9,0.0070,,
0.8665,108,238.1,21.9,0.0070,,
0.8740,109,238.0,21.9,0.0070,,
0.8780,110,238.0,21.9,0.0035,,
0.8785,111,238.1,21.9,0.0005,,
0.8790,112,238.0,21.9,0.0005,,
0.8805,113,237.6,21.9,0.0010,,
0.8810,114,237.6,21.9,0.0005,,
0.8820,115,237.5,21.9,0.0010,,
0.8830,116,238.0,21.9,0.0010,,
0.8855,117,238.6,21.9,0.0020,,
0.8885,118,238.6,21.9,0.0025,,
0.8910,119,238.9,21.9,0.0020,,
0.8915,120,238.9,21.9,0.0005,,
0.8935,121,238.9,21.9,0.0020,,
0.8945,122,239.0,21.9,0.0010,,
0.8955,123,239.0,21.9,0.0010,,
0.8970,124,238.6,21.9,0.0010,,
0.8995,125,238.8,21.9,0.0020,,
0.9020,126,239.1,21.9,0.0025,,
0.9040,127,239.2,21.9,0.0020,,
0.9045,128,239.1,21.9,0.0005,,
0.9055,129,239.2,21.9,0.0010,,
0.9065,130,238.9,21.9,0.0010,,
0.9080,131,238.6,21.9,0.0010,,
0.9100,132,238.6,21.9,0.0020,,
0.9135,133,238.2,21.9,0.0030,,
0.9180,134,238.3,21.9,0.0040,,
0.9235,135,238.6,21.9,0.0045,,
0.9240,136,238.6,21.9,0.0005,,
0.9250,137,238.6,21.9,0.0010,,
0.9260,138,238.8,21.9,0.0010,,
0.9270,139,238.8,21.9,0.0010,,
0.9280,140,238.6,21.9,0.0010,,
0.9290,141,238.8,21.9,0.0010,,
0.9305,142,239.3,21.9,0.0015,,
0.9320,143,239.1,21.9,0.0010,,
0.9325,144,238.8,21.9,0.0005,,
0.9335,145,239.1,21.9,0.0010,,
0.9340,146,240.0,21.9,0.0005,,
Scope 1/1, Sample 6/9 (210)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-99.3,21.4,NaN,,
0.0005,1,-103.5,21.3,0.0005,,
0.0020,2,-103.7,21.3,0.0015,,
0.0050,3,-103.9,21.3,0.0025,,
0.0085,4,-104.0,21.3,0.0030,,
0.0150,5,-104.4,21.3,0.0055,,
0.0235,6,-104.3,21.3,0.0070,,
0.0310,7,-104.0,21.3,0.0070,,
0.0395,8,-103.7,21.3,0.0075,,
0.0480,9,-103.3,21.3,0.0070,,
0.0565,10,-102.8,21.3,0.0070,,
0.0645,11,-102.3,21.3,0.0065,,
0.0730,12,-101.5,21.3,0.0070,,
0.0805,13,-100.0,21.3,0.0070,,
0.0890,14,-99.4,21.3,0.0075,,
0.0975,15,-98.9,21.3,0.0075,,
0.1060,16,-98.5,21.3,0.0070,,
0.1145,17,-98.2,21.3,0.0070,,
0.1225,18,-97.7,21.3,0.0065,,
0.1305,19,-96.8,21.3,0.0075,,
0.1390,20,-96.1,21.3,0.0075,,
0.1470,21,-94.6,21.3,0.0075,,
0.1555,22,-93.7,21.3,0.0070,,
0.1640,23,-93.0,21.3,0.0070,,
0.1725,24,-92.1,21.3,0.0070,,
0.1810,25,-91.6,21.3,0.0075,,
0.1885,26,-90.6,21.3,0.0070,,
0.1970,27,-89.4,21.3,0.0075,,
0.2050,28,-88.4,21.3,0.0065,,
0.2135,29,-87.4,21.3,0.0070,,
0.2220,30,-86.3,21.3,0.0070,,
0.2305,31,-85.5,21.3,0.0075,,
0.2380,32,-84.3,21.3,0.0070,,
0.2465,33,-83.2,21.3,0.0075,,
0.2550,34,-82.1,21.3,0.0070,,
0.2635,35,-80.8,21.3,0.0070,,
0.2715,36,-79.9,21.3,0.0065,,
0.2800,37,-78.7,21.3,0.0075,,
0.2875,38,-77.3,21.3,0.0070,,
0.2960,39,-75.9,21.3,0.0075,,
0.3045,40,-74.6,21.3,0.0070,,
0.3130,41,-73.2,21.3,0.0070,,
0.3215,42,-71.7,21.3,0.0070,,
0.3300,43,-70.1,21.3,0.0070,,
0.3375,44,-68.6,21.3,0.0070,,
0.3460,45,-66.8,21.3,0.0075,,
0.3540,46,-65.3,21.3,0.0065,,
0.3625,47,-63.8,21.3,0.0070,,
0.3710,48,-62.0,21.3,0.0070,,
0.3795,49,-59.8,21.3,0.0070,,
0.3870,50,-57.6,21.3,0.0070,,
0.3955,51,-55.7,21.3,0.0075,,
0.4040,52,-53.7,21.3,0.0070,,
0.4125,53,-50.9,21.3,0.0070,,
0.4210,54,-47.6,21.3,0.0070,,
0.4285,55,-45.1,21.3,0.0070,,
0.4370,56,-41.8,21.3,0.0075,,
0.4450,57,-38.3,21.3,0.0075,,
0.4535,58,-34.2,21.3,0.0070,,
0.4620,59,-30.0,21.3,0.0070,,
0.4705,60,-25.6,21.3,0.0070,,
0.4780,61,-21.6,21.3,0.0070,,
0.4865,62,-16.8,21.3,0.0075,,
0.4950,63,-12.3,21.3,0.0075,,
0.5035,64,-8.7,21.3,0.0070,,
0.5120,65,-4.9,21.3,0.0070,,
0.5200,66,-1.9,21.3,0.0065,,
0.5275,67,0.3,21.3,0.0070,,
0.5360,68,2.5,21.3,0.0075,,
0.5445,69,4.5,21.3,0.0075,,
0.5530,70,6.2,21.3,0.0070,,
0.5615,71,7.6,21.3,0.0070,,
0.5700,72,9.4,21.3,0.0070,,
0.5775,73,10.9,21.3,0.0070,,
0.5860,74,11.9,21.3,0.0075,,
0.5940,75,13.7,21.3,0.0075,,
0.6025,76,15.1,21.3,0.0070,,
0.6110,77,16.4,21.3,0.0070,,
0.6195,78,17.6,21.3,0.0070,,
0.6270,79,18.6,21.3,0.0070,,
0.6355,80,19.8,21.3,0.0075,,
0.6440,81,20.9,21.3,0.0075,,
0.6525,82,21.9,21.3,0.0070,,
0.6610,83,23.0,21.3,0.0070,,
0.6690,84,24.0,21.3,0.0065,,
0.6770,85,25.2,21.3,0.0075,,
0.6850,86,26.2,21.3,0.0075,,
0.6935,87,26.8,21.3,0.0075,,
0.7020,88,27.2,21.3,0.0070,,
0.7105,89,28.7,21.3,0.0070,,
0.7190,90,29.8,21.3,0.0070,,
0.7265,91,31.0,21.3,0.0070,,
0.7350,92,31.9,21.3,0.0075,,
0.7435,93,32.7,21.3,0.0075,,
0.7515,94,33.6,21.3,0.0065,,
0.7600,95,34.5,21.3,0.0070,,
0.7685,96,35.2,21.3,0.0070,,
0.7760,97,36.4,21.3,0.0070,,
0.7845,98,37.2,21.3,0.0075,,
0.7930,99,37.7,21.3,0.0075,,
0.8015,100,38.3,21.3,0.0070,,
0.8100,101,39.2,21.3,0.0070,,
0.8185,102,40.2,21.3,0.0070,,
0.8260,103,40.9,21.3,0.0070,,
0.8345,104,42.7,21.3,0.0075,,
0.8425,105,43.8,21.3,0.0065,,
0.8510,106,44.3,21.3,0.0070,,
0.8595,107,44.5,21.3,0.0070,,
0.8680,108,45.8,21.3,0.0070,,
0.8755,109,46.5,21.3,0.0070,,
0.8840,110,47.2,21.3,0.0075,,
0.8925,111,48.0,21.3,0.0075,,
0.9010,112,48.9,21.3,0.0070,,
0.9090,113,50.2,21.3,0.0065,,
0.9175,114,51.4,21.3,0.0070,,
0.9250,115,51.9,21.3,0.0070,,
0.9335,116,53.1,21.3,0.0075,,
0.9420,117,54.0,21.3,0.0075,,
0.9505,118,54.7,21.3,0.0070,,
0.9590,119,55.9,21.3,0.0070,,
0.9675,120,57.1,21.3,0.0070,,
0.9750,121,57.8,21.3,0.0070,,
0.9835,122,58.9,21.3,0.0075,,
0.9915,123,60.2,21.3,0.0075,,
1.0000,124,61.5,21.3,0.0070,,
1.0085,125,62.9,21.3,0.0070,,
1.0170,126,63.8,21.3,0.0070,,
1.0245,127,64.6,21.3,0.0070,,
1.0330,128,66.0,21.3,0.0075,,
1.0415,129,67.1,21.3,0.0070,,
1.0500,130,68.1,21.3,0.0070,,
1.0585,131,69.6,21.4,0.0070,,
1.0665,132,70.7,21.3,0.0065,,
1.0740,133,71.3,21.3,0.0070,,
1.0825,134,72.6,21.4,0.0075,,
1.0910,135,73.8,21.4,0.0075,,
1.0995,136,75.1,21.4,0.0070,,
1.1080,137,76.9,21.3,0.0070,,
1.1165,138,78.7,21.4,0.0070,,
1.1240,139,79.8,21.4,0.0070,,
1.1325,140,81.0,21.4,0.0075,,
1.1410,141,82.5,21.4,0.0075,,
1.1490,142,84.2,21.4,0.0065,,
1.1575,143,86.5,21.4,0.0070,,
1.1660,144,88.5,21.4,0.0070,,
1.1735,145,90.4,21.4,0.0070,,
1.1820,146,92.3,21.4,0.0075,,
1.1905,147,94.7,21.4,0.0075,,
1.1990,148,96.8,21.4,0.0070,,
1.2075,149,99.4,21.4,0.0070,,
1.2155,150,102.0,21.4,0.0065,,
1.2235,151,104.1,21.4,0.0075,,
1.2315,152,107.6,21.4,0.0075,,
1.2400,153,111.5,21.4,0.0070,,
1.2485,154,115.1,21.4,0.0070,,
1.2570,155,119.0,21.4,0.0070,,
1.2655,156,124.1,21.4,0.0070,,
1.2730,157,128.4,21.4,0.0070,,
1.2815,158,133.6,21.4,0.0075,,
1.2895,159,138.5,21.4,0.0075,,
1.2980,160,143.5,21.4,0.0070,,
1.3065,161,148.1,21.4,0.0070,,
1.3150,162,152.7,21.4,0.0070,,
1.3225,163,156.6,21.4,0.0070,,
1.3310,164,160.5,21.4,0.0075,,
1.3395,165,164.1,21.4,0.0075,,
1.3480,166,167.3,21.4,0.0070,,
1.3565,167,170.6,21.4,0.0070,,
1.3645,168,173.0,21.4,0.0065,,
1.3730,169,175.3,21.4,0.0075,,
1.3805,170,177.6,21.4,0.0070,,
1.3890,171,179.6,21.4,0.0075,,
1.3975,172,181.0,21.4,0.0070,,
1.4060,173,182.4,21.4,0.0070,,
1.4135,174,183.9,21.4,0.0060,,
1.4175,175,185.6,21.4,0.0035,,
1.4190,176,186.4,21.4,0.0015,,
1.4195,177,186.4,21.4,0.0005,,
1.4205,178,186.6,21.4,0.0010,,
1.4225,179,187.0,21.4,0.0015,,
1.4245,180,187.3,21.4,0.0015,,
1.4270,181,187.7,21.4,0.0025,,
1.4295,182,188.6,21.4,0.0025,,
1.4305,183,189.1,21.4,0.0010,,
1.4315,184,189.5,21.4,0.0010,,
1.4320,185,189.8,21.4,0.0005,,
1.4330,186,190.1,21.4,0.0010,,
Result,TitrationEP2
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,189.6,21.8,NaN,,
0.0005,1,190.4,21.8,0.0005,,
0.0020,2,190.4,21.8,0.0015,,
0.0050,3,190.4,21.8,0.0025,,
0.0085,4,190.9,21.8,0.0030,,
0.0145,5,191.4,21.8,0.0050,,
0.0230,6,192.4,21.8,0.0070,,
0.0305,7,193.3,21.8,0.0070,,
0.0390,8,194.6,21.8,0.0075,,
0.0475,9,195.7,21.8,0.0075,,
0.0560,10,196.8,21.8,0.0070,,
0.0640,11,198.0,21.8,0.0065,,
0.0725,12,198.7,21.8,0.0070,,
0.0800,13,199.3,21.8,0.0070,,
0.0885,14,200.3,21.8,0.0075,,
0.0970,15,201.4,21.8,0.0075,,
0.1055,16,202.0,21.8,0.0070,,
0.1140,17,202.8,21.8,0.0070,,
0.1225,18,203.1,21.8,0.0070,,
0.1300,19,203.7,21.8,0.0070,,
0.1385,20,204.8,21.8,0.0075,,
0.1470,21,205.7,21.8,0.0075,,
0.1550,22,206.4,21.8,0.0065,,
0.1635,23,207.0,21.8,0.0070,,
0.1720,24,207.8,21.8,0.0070,,
0.1795,25,208.0,21.8,0.0070,,
0.1880,26,208.7,21.8,0.0075,,
0.1965,27,209.5,21.8,0.0075,,
0.2050,28,210.2,21.8,0.0070,,
0.2135,29,211.0,21.8,0.0070,,
0.2215,30,211.9,21.8,0.0065,,
0.2295,31,212.1,21.8,0.0075,,
0.2375,32,212.7,21.8,0.0075,,
0.2460,33,213.4,21.8,0.0075,,
0.2545,34,214.1,21.8,0.0070,,
0.2630,35,214.4,21.8,0.0070,,
0.2715,36,215.2,21.8,0.0070,,
0.2790,37,215.6,21.8,0.0070,,
0.2875,38,216.6,21.8,0.0075,,
0.2960,39,217.1,21.8,0.0075,,
0.3040,40,217.6,21.8,0.0065,,
0.3125,41,218.0,21.8,0.0070,,
0.3210,42,218.4,21.8,0.0070,,
0.3285,43,218.9,21.8,0.0070,,
0.3370,44,219.1,21.8,0.0075,,
0.3455,45,219.2,21.8,0.0070,,
0.3540,46,219.3,21.8,0.0070,,
0.3625,47,219.9,21.8,0.0070,,
0.3710,48,220.9,21.8,0.0070,,
0.3785,49,221.4,21.8,0.0070,,
0.3865,50,221.7,21.8,0.0075,,
0.3950,51,222.1,21.8,0.0075,,
0.4035,52,222.5,21.8,0.0070,,
0.4120,53,222.9,21.8,0.0070,,
0.4205,54,222.7,21.8,0.0070,,
0.4280,55,223.3,21.8,0.0070,,
0.4365,56,223.9,21.8,0.0075,,
0.4450,57,224.5,21.8,0.0075,,
0.4530,58,224.8,21.8,0.0065,,
0.4615,59,225.2,21.8,0.0070,,
0.4700,60,225.4,21.8,0.0070,,
0.4775,61,225.6,21.8,0.0070,,
0.4860,62,225.6,21.8,0.0075,,
0.4945,63,225.8,21.8,0.0070,,
0.5030,64,225.8,21.8,0.0070,,
0.5115,65,226.4,21.8,0.0070,,
0.5200,66,226.6,21.8,0.0070,,
0.5275,67,227.5,21.8,0.0070,,
0.5360,68,227.6,21.8,0.0075,,
0.5440,69,227.4,21.8,0.0075,,
0.5525,70,227.6,21.8,0.0070,,
0.5610,71,228.2,21.8,0.0070,,
0.5695,72,228.5,21.8,0.0070,,
0.5770,73,228.5,21.8,0.0070,,
0.5855,74,229.0,21.8,0.0075,,
0.5940,75,229.4,21.8,0.0075,,
0.6025,76,229.4,21.8,0.0070,,
0.6105,77,229.6,21.8,0.0065,,
0.6190,78,230.0,21.8,0.0070,,
0.6265,79,230.5,21.8,0.0070,,
0.6350,80,231.0,21.8,0.0075,,
0.6435,81,231.4,21.8,0.0070,,
0.6520,82,231.6,21.8,0.0070,,
0.6605,83,231.8,21.8,0.0070,,
0.6690,84,232.0,21.8,0.0070,,
0.6765,85,232.0,21.8,0.0070,,
0.6850,86,232.5,21.8,0.0075,,
0.6935,87,233.2,21.8,0.0070,,
0.7015,88,233.6,21.8,0.0065,,
0.7100,89,234.0,21.8,0.0070,,
0.7185,90,234.0,21.8,0.0075,,
0.7260,91,233.7,21.8,0.0070,,
0.7345,92,233.8,21.8,0.0075,,
0.7430,93,233.8,21.8,0.0075,,
0.7515,94,234.0,21.8,0.0070,,
0.7595,95,234.3,21.8,0.0065,,
0.7680,96,234.4,21.8,0.0070,,
0.7755,97,234.7,21.8,0.0070,,
0.7840,98,234.9,21.8,0.0075,,
0.7925,99,235.1,21.8,0.0075,,
0.8010,100,235.5,21.8,0.0070,,
0.8090,101,235.5,21.8,0.0065,,
0.8175,102,235.8,21.8,0.0070,,
0.8250,103,236.0,21.8,0.0070,,
0.8335,104,236.2,21.8,0.0075,,
0.8420,105,236.8,21.8,0.0075,,
0.8500,106,236.7,21.8,0.0065,,
0.8585,107,237.5,21.8,0.0070,,
0.8670,108,237.5,21.8,0.0070,,
0.8730,109,237.2,21.8,0.0055,,
0.8735,110,237.4,21.8,0.0005,,
0.8745,111,237.4,21.8,0.0010,,
0.8760,112,237.6,21.8,0.0010,,
0.8775,113,237.8,21.8,0.0010,,
0.8795,114,238.2,21.8,0.0015,,
0.8825,115,237.9,21.8,0.0025,,
0.8870,116,238.5,21.8,0.0040,,
0.8930,117,238.4,21.8,0.0055,,
0.8970,118,238.9,21.8,0.0035,,
0.8980,119,239.1,21.8,0.0010,,
0.8995,120,239.0,21.8,0.0010,,
0.9010,121,239.1,21.8,0.0015,,
0.9020,122,239.3,21.8,0.0010,,
0.9035,123,239.3,21.8,0.0015,,
0.9050,124,239.1,21.8,0.0015,,
0.9055,125,239.1,21.8,0.0005,,
0.9060,126,239.1,21.8,0.0005,,
0.9060,127,238.8,21.8,0.0000,,
0.9070,128,238.9,21.8,0.0010,,
0.9075,129,239.3,21.8,0.0005,,
0.9085,130,239.1,21.8,0.0010,,
0.9100,131,239.1,21.8,0.0010,,
0.9105,132,239.2,21.8,0.0005,,
0.9110,133,239.0,21.8,0.0005,,
0.9115,134,238.7,21.8,0.0005,,
0.9125,135,238.3,21.8,0.0010,,
0.9135,136,238.4,21.8,0.0010,,
0.9145,137,238.3,21.8,0.0010,,
0.9155,138,238.4,21.8,0.0010,,
0.9165,139,238.5,21.8,0.0010,,
0.9175,140,238.7,21.8,0.0010,,
0.9190,141,239.0,21.8,0.0015,,
0.9210,142,239.1,21.8,0.0015,,
0.9215,143,238.7,21.8,0.0005,,
0.9225,144,238.5,21.8,0.0010,,
0.9235,145,238.8,21.8,0.0010,,
0.9240,146,239.2,21.8,0.0005,,
0.9250,147,239.1,21.8,0.0010,,
0.9255,148,238.9,21.8,0.0005,,
0.9265,149,238.9,21.8,0.0010,,
0.9275,150,238.7,21.8,0.0010,,
0.9280,151,238.8,21.8,0.0005,,
0.9295,152,239.0,21.8,0.0015,,
0.9305,153,238.9,21.8,0.0010,,
0.9315,154,238.9,21.8,0.0010,,
0.9320,155,240.0,21.8,0.0005,,
Scope 1/1, Sample 7/9 (212)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-92.1,21.4,NaN,,
0.0005,1,-97.0,21.3,0.0005,,
0.0020,2,-97.4,21.3,0.0015,,
0.0050,3,-97.7,21.3,0.0025,,
0.0085,4,-97.9,21.3,0.0030,,
0.0145,5,-97.9,21.3,0.0050,,
0.0230,6,-97.8,21.3,0.0070,,
0.0305,7,-97.6,21.3,0.0070,,
0.0390,8,-96.7,21.3,0.0075,,
0.0475,9,-95.8,21.3,0.0070,,
0.0560,10,-95.2,21.3,0.0070,,
0.0645,11,-94.5,21.3,0.0070,,
0.0725,12,-94.4,21.3,0.0075,,
0.0800,13,-94.5,21.3,0.0070,,
0.0885,14,-93.9,21.3,0.0075,,
0.0970,15,-93.3,21.3,0.0075,,
0.1055,16,-92.6,21.3,0.0070,,
0.1140,17,-91.6,21.3,0.0070,,
0.1225,18,-90.7,21.3,0.0070,,
0.1300,19,-90.3,21.3,0.0070,,
0.1385,20,-89.4,21.3,0.0075,,
0.1465,21,-88.6,21.3,0.0075,,
0.1550,22,-88.1,21.3,0.0070,,
0.1635,23,-87.3,21.3,0.0070,,
0.1720,24,-86.4,21.3,0.0070,,
0.1795,25,-85.6,21.3,0.0070,,
0.1880,26,-84.5,21.3,0.0075,,
0.1965,27,-83.1,21.3,0.0075,,
0.2050,28,-81.6,21.3,0.0070,,
0.2135,29,-80.6,21.3,0.0070,,
0.2215,30,-79.6,21.3,0.0065,,
0.2295,31,-78.5,21.3,0.0075,,
0.2375,32,-77.4,21.3,0.0075,,
0.2460,33,-76.1,21.3,0.0070,,
0.2545,34,-74.9,21.3,0.0070,,
0.2630,35,-73.6,21.3,0.0070,,
0.2715,36,-72.3,21.3,0.0070,,
0.2790,37,-71.0,21.3,0.0070,,
0.2875,38,-69.6,21.3,0.0075,,
0.2960,39,-68.1,21.3,0.0075,,
0.3040,40,-66.7,21.3,0.0065,,
0.3125,41,-65.2,21.3,0.0070,,
0.3210,42,-63.9,21.3,0.0070,,
0.3285,43,-62.3,21.3,0.0070,,
0.3370,44,-60.9,21.3,0.0075,,
0.3455,45,-59.1,21.3,0.0070,,
0.3540,46,-57.1,21.3,0.0070,,
0.3625,47,-54.4,21.3,0.0070,,
0.3705,48,-52.1,21.3,0.0065,,
0.3785,49,-49.8,21.3,0.0075,,
0.3865,50,-47.5,21.3,0.0075,,
0.3950,51,-45.3,21.3,0.0075,,
0.4035,52,-42.4,21.3,0.0070,,
0.4120,53,-39.1,21.3,0.0070,,
0.4205,54,-35.4,21.3,0.0070,,
0.4280,55,-32.2,21.3,0.0070,,
0.4365,56,-27.7,21.3,0.0075,,
0.4450,57,-23.5,21.3,0.0070,,
0.4535,58,-19.4,21.3,0.0070,,
0.4615,59,-15.4,21.3,0.0065,,
0.4700,60,-12.1,21.3,0.0075,,
0.4775,61,-9.0,21.3,0.0070,,
0.4860,62,-6.4,21.3,0.0075,,
0.4945,63,-3.8,21.3,0.0070,,
0.5030,64,-1.2,21.3,0.0070,,
0.5115,65,0.4,21.3,0.0070,,
0.5190,66,2.2,21.3,0.0070,,
0.5275,67,3.8,21.3,0.0075,,
0.5360,68,5.6,21.3,0.0075,,
0.5445,69,7.4,21.3,0.0070,,
0.5525,70,8.9,21.3,0.0065,,
0.5610,71,10.1,21.3,0.0070,,
0.5685,72,10.9,21.3,0.0070,,
0.5770,73,12.0,21.3,0.0075,,
0.5855,74,13.5,21.3,0.0075,,
0.5940,75,15.2,21.3,0.0070,,
0.6025,76,16.2,21.3,0.0070,,
0.6110,77,16.9,21.3,0.0070,,
0.6185,78,17.8,21.3,0.0070,,
0.6270,79,18.6,21.3,0.0075,,
0.6350,80,19.7,21.3,0.0075,,
0.6435,81,20.0,21.3,0.0070,,
0.6520,82,21.2,21.3,0.0070,,
0.6605,83,22.0,21.3,0.0070,,
0.6680,84,23.2,21.3,0.0070,,
0.6765,85,23.9,21.3,0.0075,,
0.6850,86,24.9,21.3,0.0075,,
0.6935,87,25.4,21.3,0.0070,,
0.7015,88,26.5,21.3,0.0065,,
0.7100,89,27.7,21.3,0.0070,,
0.7175,90,28.9,21.3,0.0070,,
0.7260,91,29.4,21.3,0.0075,,
0.7345,92,29.4,21.3,0.0075,,
0.7430,93,30.7,21.3,0.0070,,
0.7515,94,31.9,21.3,0.0070,,
0.7600,95,32.7,21.3,0.0070,,
0.7675,96,32.7,21.3,0.0070,,
0.7760,97,33.3,21.3,0.0075,,
0.7845,98,34.1,21.3,0.0075,,
0.7925,99,35.0,21.3,0.0065,,
0.8010,100,35.9,21.3,0.0070,,
0.8095,101,37.1,21.3,0.0070,,
0.8170,102,38.0,21.3,0.0070,,
0.8255,103,38.9,21.3,0.0075,,
0.8340,104,39.6,21.4,0.0070,,
0.8425,105,40.5,21.3,0.0070,,
0.8510,106,41.2,21.4,0.0070,,
0.8590,107,42.0,21.4,0.0065,,
0.8670,108,42.2,21.4,0.0075,,
0.8750,109,43.0,21.4,0.0075,,
0.8835,110,43.7,21.4,0.0075,,
0.8920,111,44.5,21.3,0.0070,,
0.9005,112,45.6,21.3,0.0070,,
0.9090,113,46.7,21.4,0.0070,,
0.9165,114,47.5,21.4,0.0070,,
0.9250,115,48.3,21.4,0.0075,,
0.9335,116,48.7,21.4,0.0075,,
0.9415,117,49.2,21.4,0.0065,,
0.9500,118,50.0,21.4,0.0070,,
0.9585,119,50.6,21.4,0.0070,,
0.9660,120,51.3,21.4,0.0070,,
0.9745,121,51.9,21.4,0.0075,,
0.9830,122,52.8,21.4,0.0075,,
0.9915,123,53.5,21.4,0.0070,,
1.0000,124,54.8,21.4,0.0070,,
1.0080,125,55.4,21.4,0.0065,,
1.0160,126,56.3,21.4,0.0075,,
1.0245,127,57.2,21.4,0.0075,,
1.0325,128,58.3,21.4,0.0075,,
1.0410,129,59.2,21.4,0.0070,,
1.0495,130,60.2,21.4,0.0070,,
1.0580,131,61.0,21.4,0.0070,,
1.0655,132,61.7,21.4,0.0070,,
1.0740,133,62.8,21.4,0.0075,,
1.0825,134,63.9,21.4,0.0075,,
1.0910,135,64.6,21.4,0.0070,,
1.0990,136,64.8,21.4,0.0065,,
1.1075,137,65.5,21.4,0.0075,,
1.1150,138,66.4,21.4,0.0070,,
1.1235,139,67.5,21.4,0.0075,,
1.1320,140,69.1,21.4,0.0070,,
1.1405,141,70.5,21.4,0.0070,,
1.1490,142,71.3,21.4,0.0070,,
1.1575,143,72.0,21.4,0.0075,,
1.1650,144,73.8,21.4,0.0070,,
1.1735,145,75.1,21.4,0.0075,,
1.1820,146,76.0,21.4,0.0070,,
