Raw Data
Scope 1/1, Sample 1/9 (2-Aug-16 Bin1)
Method Function,Sample (S1)
0.4120,53,222.9,22.0,0.0065,,
0.4205,54,223.2,22.0,0.0070,,
0.4290,55,223.5,22.0,0.0075,,
0.4365,56,224.1,21.9,0.0070,,
0.4450,57,224.5,21.9,0.0075,,
0.4535,58,224.6,22.0,0.0070,,
0.4620,59,224.8,22.0,0.0070,,
0.4705,60,225.4,22.0,0.0070,,
0.4780,61,225.7,21.9,0.0070,,
0.4865,62,226.0,22.0,0.0075,,
0.4945,63,226.4,22.0,0.0075,,
0.5030,64,226.8,21.9,0.0070,,
0.5115,65,226.7,21.9,0.0070,,
0.5200,66,226.5,22.0,0.0070,,
0.5275,67,227.2,21.9,0.0070,,
0.5360,68,227.6,22.0,0.0075,,
0.5445,69,228.2,21.9,0.0075,,
0.5530,70,228.4,21.9,0.0070,,
0.5615,71,228.8,21.9,0.0070,,
0.5695,72,229.0,21.9,0.0065,,
0.5775,73,229.5,21.9,0.0075,,
0.5855,74,229.8,22.0,0.0075,,
0.5940,75,229.9,22.0,0.0075,,
0.6025,76,229.8,22.0,0.0070,,
0.6110,77,230.5,22.0,0.0070,,
0.6195,78,230.8,22.0,0.0070,,
0.6270,79,231.0,22.0,0.0070,,
0.6355,80,231.4,22.0,0.0075,,
0.6440,81,231.8,22.0,0.0075,,
0.6520,82,232.1,22.0,0.0065,,
0.6605,83,232.4,22.0,0.0070,,
0.6690,84,232.6,22.0,0.0070,,
0.6775,85,232.8,21.9,0.0075,,
0.6850,86,233.0,21.9,0.0070,,
0.6935,87,233.3,22.0,0.0075,,
0.7020,88,233.5,22.0,0.0070,,
0.7100,89,233.8,22.0,0.0065,,
0.7185,90,234.1,21.9,0.0070,,
0.7270,91,234.3,21.9,0.0075,,
0.7345,92,234.1,22.0,0.0070,,
0.7430,93,234.0,22.0,0.0075,,
0.7515,94,234.5,22.0,0.0070,,
0.7600,95,235.2,22.0,0.0070,,
0.7685,96,234.7,22.0,0.0070,,
0.7770,97,235.2,22.0,0.0075,,
0.7845,98,235.6,22.0,0.0070,,
0.7930,99,235.6,22.0,0.0075,,
0.8010,100,235.3,22.0,0.0065,,
0.8095,101,235.5,22.0,0.0070,,
0.8180,102,235.7,22.0,0.0070,,
0.8265,103,236.7,22.0,0.0075,,
0.8330,104,236.6,22.0,0.0060,,
0.8415,105,236.9,22.0,0.0075,,
0.8495,106,237.5,22.0,0.0065,,
0.8575,107,237.4,22.0,0.0065,,
0.8660,108,237.7,22.0,0.0070,,
0.8735,109,237.8,22.0,0.0060,,
0.8810,110,238.3,22.0,0.0070,,
0.8890,111,238.5,22.0,0.0075,,
0.8965,112,238.6,22.0,0.0060,,
0.9025,113,238.5,22.0,0.0050,,
0.9095,114,238.5,22.0,0.0060,,
0.9175,115,239.0,22.0,0.0075,,
0.9185,116,239.1,22.0,0.0010,,
0.9190,117,238.7,22.0,0.0005,,
0.9205,118,238.4,22.0,0.0010,,
0.9220,119,238.5,22.0,0.0010,,
0.9245,120,238.9,22.0,0.0020,,
0.9255,121,239.0,22.0,0.0010,,
0.9265,122,239.2,22.0,0.0010,,
0.9270,123,238.9,22.0,0.0005,,
0.9280,124,239.0,22.0,0.0010,,
0.9285,125,238.7,22.0,0.0005,,
0.9290,126,238.7,22.0,0.0005,,
0.9300,127,238.7,22.0,0.0010,,
0.9305,128,238.7,22.0,0.0005,,
0.9315,129,239.0,22.0,0.0010,,
0.9320,130,239.6,22.0,0.0005,,
0.9330,131,239.5,22.0,0.0010,,
0.9340,132,239.6,22.0,0.0010,,
0.9345,133,239.5,22.0,0.0005,,
0.9355,134,240.0,22.0,0.0010,,
Scope 1/1, Sample 6/9 (2-Aug-16 Bin6)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-98.1,21.8,NaN,,
0.0005,1,-102.2,21.7,0.0005,,
0.0020,2,-102.2,21.7,0.0015,,
0.0050,3,-102.1,21.7,0.0025,,
0.0090,4,-102.1,21.7,0.0035,,
0.0150,5,-101.8,21.7,0.0050,,
0.0235,6,-102.0,21.7,0.0075,,
0.0310,7,-101.5,21.7,0.0070,,
0.0395,8,-101.0,21.7,0.0075,,
0.0480,9,-100.7,21.7,0.0070,,
0.0565,10,-100.0,21.7,0.0070,,
0.0650,11,-99.4,21.7,0.0070,,
0.0730,12,-99.2,21.7,0.0075,,
0.0810,13,-98.7,21.7,0.0075,,
0.0890,14,-97.8,21.7,0.0075,,
0.0975,15,-97.0,21.7,0.0070,,
0.1060,16,-96.4,21.7,0.0070,,
0.1145,17,-95.7,21.7,0.0070,,
0.1230,18,-95.3,21.7,0.0075,,
0.1305,19,-94.7,21.7,0.0070,,
0.1390,20,-93.8,21.7,0.0075,,
0.1475,21,-92.9,21.7,0.0070,,
0.1555,22,-92.2,21.7,0.0065,,
0.1640,23,-91.1,21.7,0.0070,,
0.1725,24,-90.6,21.7,0.0075,,
0.1800,25,-89.6,21.7,0.0070,,
0.1885,26,-88.8,21.7,0.0075,,
0.1970,27,-87.9,21.7,0.0070,,
0.2055,28,-86.9,21.7,0.0070,,
0.2140,29,-85.8,21.7,0.0070,,
0.2220,30,-85.0,21.7,0.0065,,
0.2300,31,-84.5,21.7,0.0075,,
0.2380,32,-83.1,21.7,0.0075,,
0.2465,33,-81.6,21.7,0.0075,,
0.2550,34,-80.0,21.7,0.0070,,
0.2635,35,-78.9,21.7,0.0070,,
0.2720,36,-77.7,21.7,0.0070,,
0.2795,37,-76.8,21.7,0.0070,,
0.2880,38,-75.2,21.7,0.0075,,
0.2965,39,-74.0,21.7,0.0070,,
0.3045,40,-72.9,21.7,0.0065,,
0.3130,41,-71.9,21.7,0.0070,,
0.3215,42,-70.2,21.7,0.0070,,
0.3290,43,-68.2,21.7,0.0070,,
0.3375,44,-66.6,21.7,0.0075,,
0.3460,45,-65.3,21.7,0.0075,,
0.3545,46,-63.6,21.7,0.0070,,
0.3630,47,-61.8,21.7,0.0070,,
0.3710,48,-59.2,21.7,0.0065,,
0.3790,49,-57.8,21.7,0.0075,,
0.3870,50,-55.3,21.7,0.0075,,
0.3955,51,-52.9,21.7,0.0075,,
0.4040,52,-50.6,21.7,0.0070,,
0.4125,53,-48.1,21.7,0.0070,,
0.4210,54,-45.3,21.7,0.0070,,
0.4285,55,-42.8,21.7,0.0070,,
0.4370,56,-39.6,21.7,0.0075,,
0.4455,57,-36.3,21.7,0.0075,,
0.4535,58,-33.2,21.7,0.0065,,
0.4620,59,-30.0,21.7,0.0070,,
0.4705,60,-26.1,21.7,0.0070,,
0.4780,61,-22.0,21.7,0.0070,,
0.4865,62,-18.0,21.7,0.0075,,
0.4950,63,-13.7,21.7,0.0075,,
0.5035,64,-10.3,21.7,0.0070,,
0.5120,65,-7.3,21.7,0.0070,,
0.5205,66,-4.4,21.7,0.0070,,
0.5280,67,-1.9,21.7,0.0070,,
0.5365,68,1.5,21.7,0.0075,,
0.5445,69,3.2,21.7,0.0075,,
0.5530,70,5.2,21.7,0.0070,,
0.5615,71,6.9,21.7,0.0070,,
0.5700,72,8.2,21.7,0.0070,,
0.5775,73,9.8,21.7,0.0070,,
0.5860,74,11.4,21.7,0.0075,,
0.5945,75,12.3,21.7,0.0075,,
0.6030,76,14.0,21.7,0.0070,,
0.6110,77,15.4,21.7,0.0065,,
0.6195,78,16.8,21.7,0.0070,,
0.6270,79,17.8,21.7,0.0070,,
0.6355,80,18.8,21.7,0.0075,,
0.6440,81,20.0,21.7,0.0075,,
0.6525,82,21.2,21.7,0.0070,,
0.6610,83,22.3,21.7,0.0070,,
0.6695,84,23.1,21.7,0.0070,,
0.6770,85,24.1,21.7,0.0070,,
0.6855,86,25.1,21.7,0.0075,,
0.6935,87,26.4,21.7,0.0075,,
0.7020,88,27.4,21.7,0.0070,,
0.7105,89,28.4,21.7,0.0070,,
0.7190,90,29.1,21.7,0.0070,,
0.7265,91,29.8,21.7,0.0070,,
0.7350,92,30.6,21.7,0.0075,,
0.7435,93,31.7,21.7,0.0075,,
0.7520,94,33.0,21.7,0.0070,,
0.7600,95,33.8,21.7,0.0065,,
0.7685,96,34.8,21.7,0.0070,,
0.7760,97,35.6,21.7,0.0070,,
0.7845,98,36.3,21.7,0.0075,,
0.7930,99,36.9,21.7,0.0070,,
0.8015,100,37.7,21.7,0.0070,,
0.8100,101,38.5,21.7,0.0070,,
0.8185,102,39.2,21.7,0.0070,,
0.8260,103,40.5,21.7,0.0070,,
0.8345,104,41.9,21.7,0.0075,,
0.8425,105,42.8,21.7,0.0075,,
0.8510,106,43.7,21.7,0.0070,,
0.8595,107,44.4,21.7,0.0070,,
0.8680,108,45.3,21.7,0.0070,,
0.8755,109,46.0,21.7,0.0070,,
0.8840,110,46.8,21.7,0.0075,,
0.8925,111,47.2,21.7,0.0075,,
0.9010,112,48.3,21.7,0.0070,,
0.9090,113,49.6,21.7,0.0065,,
0.9175,114,50.2,21.7,0.0070,,
0.9260,115,50.7,21.7,0.0070,,
0.9335,116,51.3,21.7,0.0070,,
0.9420,117,52.8,21.7,0.0075,,
0.9505,118,54.1,21.7,0.0070,,
0.9590,119,55.1,21.7,0.0070,,
0.9675,120,56.0,21.7,0.0070,,
0.9755,121,56.8,21.7,0.0075,,
0.9835,122,57.8,21.7,0.0075,,
0.9915,123,58.7,21.7,0.0075,,
1.0000,124,59.8,21.7,0.0070,,
1.0085,125,60.8,21.7,0.0070,,
1.0170,126,61.8,21.7,0.0070,,
1.0255,127,62.9,21.7,0.0075,,
1.0330,128,63.8,21.7,0.0070,,
1.0415,129,65.0,21.7,0.0075,,
1.0500,130,66.2,21.7,0.0070,,
1.0580,131,67.2,21.7,0.0065,,
1.0665,132,68.4,21.7,0.0070,,
1.0750,133,69.4,21.7,0.0070,,
1.0825,134,70.3,21.7,0.0070,,
1.0910,135,71.5,21.7,0.0075,,
1.0995,136,72.9,21.7,0.0070,,
1.1080,137,74.5,21.7,0.0070,,
1.1165,138,75.9,21.7,0.0070,,
1.1245,139,77.5,21.7,0.0065,,
1.1325,140,78.8,21.7,0.0075,,
1.1405,141,80.4,21.7,0.0075,,
1.1490,142,81.9,21.7,0.0075,,
1.1575,143,83.7,21.7,0.0070,,
1.1660,144,85.3,21.7,0.0070,,
1.1745,145,86.9,21.7,0.0070,,
1.1820,146,88.4,21.7,0.0070,,
1.1905,147,90.7,21.7,0.0075,,
1.1990,148,92.9,21.7,0.0075,,
1.2070,149,94.7,21.7,0.0065,,
1.2155,150,97.1,21.7,0.0070,,
1.2240,151,100.1,21.7,0.0070,,
1.2315,152,103.6,21.7,0.0070,,
1.2400,153,105.7,21.7,0.0075,,
1.2485,154,109.3,21.7,0.0075,,
1.2570,155,114.2,21.7,0.0070,,
1.2655,156,117.5,21.7,0.0070,,
1.2735,157,121.4,21.7,0.0065,,
1.2820,158,124.6,21.7,0.0075,,
1.2895,159,130.1,21.7,0.0070,,
1.2980,160,134.6,21.7,0.0075,,
1.3065,161,138.9,21.7,0.0070,,
1.3150,162,144.0,21.7,0.0070,,
1.3235,163,149.3,21.7,0.0070,,
1.3315,164,152.9,21.7,0.0075,,
1.3395,165,157.1,21.7,0.0075,,
1.3475,166,160.7,21.7,0.0075,,
1.3560,167,164.9,21.7,0.0070,,
1.3645,168,168.3,21.7,0.0070,,
1.3730,169,171.1,21.7,0.0070,,
1.3815,170,173.5,21.7,0.0075,,
1.3890,171,175.8,21.7,0.0070,,
1.3975,172,178.2,21.7,0.0075,,
1.4060,173,180.5,21.7,0.0070,,
1.4145,174,182.2,21.7,0.0070,,
1.4225,175,183.8,21.7,0.0065,,
1.4290,176,185.2,21.7,0.0060,,
1.4325,177,186.7,21.7,0.0030,,
1.4335,178,187.5,21.7,0.0010,,
1.4345,179,187.8,21.7,0.0010,,
1.4355,180,187.7,21.7,0.0010,,
1.4375,181,187.2,21.7,0.0015,,
1.4395,182,187.4,21.7,0.0020,,
1.4430,183,187.8,21.7,0.0030,,
1.4435,184,188.3,21.7,0.0005,,
1.4440,185,188.9,21.7,0.0005,,
1.4450,186,189.2,21.7,0.0010,,
1.4455,187,189.5,21.7,0.0005,,
1.4455,187,190.0,21.7,0.0000,,
Result,TitrationEP2
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,189.6,22.0,NaN,,
0.0005,1,190.1,22.0,0.0005,,
0.0020,2,190.3,22.0,0.0015,,
0.0050,3,190.5,22.0,0.0025,,
0.0090,4,190.6,22.0,0.0035,,
0.0150,5,191.3,22.0,0.0050,,
0.0235,6,192.2,22.0,0.0070,,
0.0310,7,193.3,22.0,0.0070,,
0.0395,8,194.7,22.0,0.0075,,
0.0480,9,195.6,22.0,0.0075,,
0.0565,10,196.9,22.0,0.0070,,
0.0650,11,197.4,22.0,0.0070,,
0.0730,12,198.6,22.0,0.0075,,
0.0810,13,198.8,22.0,0.0075,,
0.0890,14,200.0,22.0,0.0075,,
0.0975,15,201.0,22.0,0.0070,,
0.1060,16,201.7,22.0,0.0070,,
0.1145,17,202.6,22.0,0.0070,,
0.1230,18,203.5,22.0,0.0075,,
0.1305,19,204.0,22.0,0.0070,,
0.1390,20,204.7,22.0,0.0070,,
0.1475,21,205.2,22.0,0.0070,,
0.1560,22,206.1,22.0,0.0070,,
0.1640,23,206.7,22.0,0.0065,,
0.1725,24,207.3,22.0,0.0075,,
0.1800,25,208.1,22.0,0.0070,,
0.1885,26,208.9,22.0,0.0075,,
0.1970,27,209.5,22.0,0.0070,,
0.2055,28,210.3,22.0,0.0070,,
0.2140,29,210.9,22.0,0.0070,,
0.2215,30,211.2,22.0,0.0070,,
0.2300,31,211.9,22.0,0.0075,,
0.2380,32,212.9,22.0,0.0075,,
0.2465,33,214.0,22.0,0.0070,,
0.2550,34,214.6,22.0,0.0070,,
0.2635,35,215.2,22.0,0.0070,,
0.2720,36,215.6,22.0,0.0070,,
0.2795,37,216.0,22.0,0.0070,,
0.2880,38,216.4,22.0,0.0075,,
0.2965,39,216.9,22.0,0.0070,,
0.3045,40,217.5,22.0,0.0065,,
0.3130,41,217.8,22.0,0.0070,,
0.3215,42,218.3,22.0,0.0070,,
0.3290,43,218.5,22.0,0.0070,,
0.3375,44,218.9,22.0,0.0075,,
0.3460,45,219.3,22.0,0.0075,,
0.3545,46,220.0,22.0,0.0070,,
0.3630,47,220.5,22.0,0.0070,,
0.3710,48,221.0,22.0,0.0065,,
0.3790,49,220.8,22.0,0.0075,,
0.3870,50,221.7,22.0,0.0075,,
0.3955,51,222.2,22.0,0.0075,,
0.4040,52,222.6,22.0,0.0070,,
0.4125,53,222.5,22.0,0.0070,,
0.4210,54,222.6,22.0,0.0075,,
0.4285,55,222.8,22.0,0.0070,,
0.4370,56,223.1,22.0,0.0075,,
0.4455,57,223.8,22.0,0.0070,,
0.4540,58,224.0,22.0,0.0070,,
0.4620,59,224.3,22.0,0.0065,,
0.4705,60,224.8,22.0,0.0075,,
0.4780,61,224.8,22.0,0.0070,,
0.4865,62,225.0,22.0,0.0075,,
0.4950,63,225.4,22.0,0.0070,,
0.5035,64,226.3,22.0,0.0070,,
0.5120,65,226.1,22.0,0.0070,,
0.5205,66,226.4,22.0,0.0075,,
0.5280,67,226.7,22.0,0.0070,,
0.5365,68,227.1,22.0,0.0075,,
0.5445,69,227.4,22.0,0.0065,,
0.5530,70,227.7,22.0,0.0070,,
0.5615,71,227.9,22.0,0.0070,,
0.5700,72,228.1,22.0,0.0075,,
0.5775,73,228.8,22.0,0.0070,,
0.5860,74,228.8,22.0,0.0075,,
0.5945,75,229.2,22.0,0.0070,,
0.6030,76,229.5,22.0,0.0070,,
0.6115,77,229.7,22.0,0.0070,,
0.6195,78,229.9,22.0,0.0075,,
0.6275,79,230.1,22.0,0.0075,,
0.6355,80,230.4,22.0,0.0075,,
0.6440,81,230.8,22.0,0.0070,,
0.6525,82,230.9,22.0,0.0070,,
0.6610,83,231.2,22.0,0.0070,,
0.6695,84,231.7,22.0,0.0070,,
0.6770,85,231.8,22.0,0.0070,,
0.6855,86,232.0,22.0,0.0075,,
0.6935,87,232.2,22.0,0.0065,,
0.7020,88,232.9,22.0,0.0070,,
0.7105,89,233.1,22.0,0.0070,,
0.7190,90,233.5,22.0,0.0070,,
0.7265,91,233.2,22.0,0.0070,,
0.7350,92,233.4,22.0,0.0075,,
0.7435,93,233.9,22.0,0.0075,,
0.7520,94,234.3,22.0,0.0070,,
0.7600,95,234.4,22.0,0.0065,,
0.7685,96,234.4,22.0,0.0070,,
0.7765,97,234.6,22.0,0.0075,,
0.7845,98,235.0,22.0,0.0075,,
0.7930,99,235.4,22.0,0.0075,,
0.8015,100,235.4,22.0,0.0070,,
0.8095,101,235.6,22.0,0.0065,,
0.8180,102,235.7,22.0,0.0070,,
0.8255,103,236.0,22.0,0.0070,,
0.8340,104,236.2,22.0,0.0075,,
0.8420,105,236.9,22.0,0.0075,,
0.8430,106,236.8,22.0,0.0010,,
0.8440,107,236.7,22.0,0.0010,,
0.8460,108,236.6,22.0,0.0015,,
0.8480,109,236.8,22.0,0.0020,,
0.8515,110,236.7,22.0,0.0030,,
0.8565,111,236.8,22.0,0.0045,,
0.8625,112,237.0,22.0,0.0050,,
0.8710,113,237.3,22.0,0.0070,,
0.8795,114,237.7,22.0,0.0070,,
0.8870,115,238.1,22.0,0.0070,,
0.8950,116,238.6,22.0,0.0075,,
0.9005,117,238.3,22.0,0.0050,,
0.9005,118,238.0,22.0,0.0000,,
0.9010,119,238.0,22.0,0.0005,,
0.9020,120,238.0,22.0,0.0010,,
0.9025,121,238.2,22.0,0.0005,,
0.9030,122,238.6,22.0,0.0005,,
0.9035,123,238.4,22.0,0.0005,,
0.9045,124,238.2,22.0,0.0010,,
0.9060,125,238.5,22.0,0.0010,,
0.9065,126,238.8,22.0,0.0005,,
0.9070,127,239.4,22.0,0.0005,,
0.9075,128,239.4,22.0,0.0005,,
0.9080,129,239.3,22.0,0.0005,,
0.9090,130,239.3,22.0,0.0010,,
0.9100,131,238.9,22.0,0.0010,,
0.9115,132,238.4,22.0,0.0010,,
0.9135,133,238.5,22.0,0.0020,,
0.9150,134,238.6,22.0,0.0015,,
0.9160,135,238.4,22.0,0.0010,,
0.9170,136,238.5,22.0,0.0010,,
0.9180,137,238.9,22.0,0.0010,,
0.9190,138,239.1,22.0,0.0010,,
0.9195,139,239.6,22.0,0.0005,,
0.9205,140,239.5,22.0,0.0010,,
0.9210,141,239.6,22.0,0.0005,,
0.9220,142,239.6,22.0,0.0010,,
0.9225,143,239.7,22.0,0.0005,,
0.9235,144,239.6,22.0,0.0010,,
0.9245,145,239.5,22.0,0.0010,,
0.9250,146,239.8,22.0,0.0005,,
0.9260,147,239.8,22.0,0.0010,,
0.9270,148,239.9,22.0,0.0010,,
0.9280,149,239.6,22.0,0.0010,,
0.9295,150,239.4,22.0,0.0010,,
0.9305,151,239.8,22.0,0.0010,,
0.9310,152,239.9,22.0,0.0005,,
0.9320,153,240.0,22.0,0.0010,,
0.9335,154,240.1,22.0,0.0010,,
Scope 1/1, Sample 7/9 (2-Aug-16 Bin7)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-98.8,21.9,NaN,,
0.0005,1,-102.4,21.8,0.0005,,
0.0020,2,-102.6,21.7,0.0015,,
0.0050,3,-102.7,21.7,0.0025,,
0.0090,4,-102.9,21.7,0.0035,,
0.0150,5,-102.9,21.7,0.0050,,
0.0235,6,-102.8,21.7,0.0070,,
0.0310,7,-102.6,21.7,0.0070,,
0.0395,8,-102.1,21.7,0.0075,,
0.0480,9,-101.7,21.7,0.0070,,
0.0565,10,-100.9,21.7,0.0070,,
0.0650,11,-100.1,21.7,0.0070,,
0.0725,12,-100.0,21.7,0.0070,,
0.0810,13,-99.5,21.7,0.0075,,
0.0890,14,-98.7,21.7,0.0075,,
0.0975,15,-98.0,21.7,0.0070,,
0.1060,16,-97.3,21.7,0.0070,,
0.1145,17,-96.3,21.7,0.0070,,
0.1220,18,-95.8,21.7,0.0070,,
0.1305,19,-95.2,21.7,0.0075,,
0.1390,20,-94.5,21.7,0.0075,,
0.1475,21,-94.2,21.7,0.0070,,
0.1560,22,-93.5,21.7,0.0070,,
0.1640,23,-92.7,21.7,0.0065,,
0.1720,24,-91.7,21.7,0.0075,,
0.1800,25,-90.8,21.7,0.0065,,
0.1885,26,-90.1,21.7,0.0075,,
0.1970,27,-89.2,21.7,0.0070,,
0.2055,28,-88.1,21.7,0.0070,,
0.2140,29,-87.3,21.7,0.0070,,
0.2215,30,-86.7,21.7,0.0070,,
0.2300,31,-85.8,21.7,0.0075,,
0.2385,32,-84.7,21.7,0.0075,,
0.2465,33,-83.7,21.7,0.0065,,
0.2550,34,-83.1,21.7,0.0070,,
0.2635,35,-82.0,21.7,0.0070,,
0.2710,36,-80.7,21.7,0.0070,,
0.2795,37,-79.2,21.7,0.0075,,
0.2880,38,-78.2,21.7,0.0075,,
0.2965,39,-77.0,21.7,0.0070,,
0.3050,40,-76.1,21.7,0.0070,,
0.3130,41,-74.8,21.7,0.0065,,
0.3215,42,-74.2,21.7,0.0075,,
0.3290,43,-72.4,21.7,0.0070,,
0.3375,44,-71.1,21.7,0.0075,,
0.3460,45,-69.7,21.7,0.0070,,
0.3545,46,-68.2,21.7,0.0070,,
0.3630,47,-66.9,21.7,0.0070,,
0.3715,48,-65.7,21.7,0.0070,,
0.3790,49,-64.1,21.7,0.0070,,
0.3870,50,-62.6,21.7,0.0075,,
0.3955,51,-60.6,21.7,0.0070,,
0.4040,52,-58.1,21.7,0.0070,,
0.4125,53,-55.7,21.7,0.0070,,
0.4210,54,-53.9,21.7,0.0075,,
0.4285,55,-51.7,21.7,0.0070,,
0.4370,56,-49.6,21.7,0.0075,,
0.4455,57,-47.2,21.7,0.0070,,
0.4540,58,-44.0,21.7,0.0070,,
0.4620,59,-41.1,21.7,0.0065,,
0.4700,60,-38.6,21.7,0.0075,,
0.4785,61,-35.8,21.7,0.0075,,
0.4865,62,-32.7,21.7,0.0075,,
0.4950,63,-28.8,21.7,0.0070,,
0.5035,64,-24.7,21.7,0.0070,,
0.5120,65,-20.9,21.7,0.0070,,
0.5195,66,-16.9,21.7,0.0070,,
0.5280,67,-13.1,21.7,0.0075,,
0.5365,68,-10.0,21.7,0.0075,,
0.5450,69,-7.3,21.7,0.0070,,
0.5530,70,-4.6,21.7,0.0065,,
0.5615,71,-2.0,21.7,0.0070,,
0.5690,72,1.6,21.7,0.0070,,
0.5775,73,2.8,21.7,0.0075,,
0.5860,74,4.4,21.7,0.0075,,
0.5945,75,5.9,21.7,0.0070,,
0.6030,76,7.4,21.7,0.0070,,
0.6115,77,9.3,21.7,0.0070,,
0.6195,78,10.4,21.7,0.0075,,
0.6275,79,11.8,21.7,0.0075,,
0.6355,80,13.1,21.7,0.0075,,
0.6440,81,14.3,21.7,0.0070,,
0.6525,82,15.3,21.7,0.0070,,
0.6610,83,16.3,21.7,0.0070,,
0.6695,84,17.2,21.7,0.0075,,
0.6770,85,18.4,21.7,0.0070,,
0.6855,86,19.8,21.7,0.0075,,
0.6940,87,20.8,21.7,0.0070,,
0.7020,88,21.6,21.7,0.0065,,
0.7105,89,22.8,21.7,0.0070,,
0.7190,90,23.7,21.7,0.0075,,
0.7265,91,24.2,21.7,0.0070,,
0.7350,92,25.0,21.7,0.0075,,
0.7435,93,25.8,21.7,0.0075,,
0.7520,94,26.4,21.7,0.0070,,
0.7600,95,27.6,21.7,0.0065,,
0.7685,96,28.8,21.7,0.0070,,
0.7765,97,29.7,21.8,0.0075,,
0.7845,98,30.9,21.7,0.0075,,
0.7930,99,31.4,21.7,0.0070,,
0.8015,100,32.3,21.7,0.0070,,
0.8100,101,33.0,21.7,0.0070,,
0.8185,102,33.6,21.7,0.0070,,
0.8260,103,34.3,21.7,0.0070,,
0.8345,104,35.4,21.7,0.0075,,
0.8430,105,36.4,21.7,0.0070,,
0.8510,106,37.1,21.7,0.0065,,
0.8595,107,37.9,21.7,0.0070,,
0.8680,108,38.4,21.7,0.0070,,
0.8755,109,38.7,21.7,0.0070,,
0.8840,110,39.7,21.7,0.0075,,
0.8925,111,40.6,21.7,0.0075,,
0.9010,112,41.5,21.7,0.0070,,
0.9095,113,42.7,21.8,0.0070,,
0.9175,114,43.8,21.8,0.0065,,
0.9255,115,44.2,21.8,0.0075,,
0.9335,116,44.9,21.8,0.0075,,
0.9420,117,45.6,21.8,0.0075,,
0.9505,118,46.6,21.7,0.0070,,
0.9590,119,47.8,21.8,0.0070,,
0.9675,120,48.5,21.8,0.0075,,
0.9750,121,49.5,21.8,0.0070,,
0.9835,122,50.3,21.8,0.0075,,
0.9920,123,50.7,21.8,0.0070,,
1.0005,124,51.8,21.7,0.0070,,
1.0085,125,52.4,21.8,0.0065,,
1.0170,126,53.5,21.8,0.0075,,
1.0245,127,54.3,21.8,0.0070,,
1.0330,128,55.2,21.8,0.0075,,
1.0415,129,55.9,21.8,0.0070,,
1.0500,130,56.4,21.8,0.0070,,
1.0585,131,57.0,21.8,0.0070,,
1.0660,132,58.1,21.8,0.0070,,
1.0745,133,59.1,21.8,0.0075,,
1.0830,134,59.9,21.8,0.0075,,
1.0910,135,60.3,21.8,0.0065,,
1.0995,136,61.2,21.8,0.0070,,
1.1080,137,62.0,21.8,0.0070,,
1.1155,138,62.9,21.8,0.0070,,
1.1240,139,63.8,21.8,0.0075,,
1.1325,140,64.8,21.8,0.0075,,
1.1410,141,66.4,21.8,0.0070,,
1.1495,142,67.4,21.8,0.0070,,
1.1580,143,68.2,21.8,0.0070,,
1.1655,144,69.2,21.8,0.0070,,
1.1740,145,70.3,21.8,0.0075,,
1.1820,146,71.9,21.8,0.0075,,
1.1905,147,73.5,21.8,0.0070,,
1.1990,148,74.6,21.8,0.0070,,
1.2075,149,75.5,21.8,0.0070,,
1.2150,150,76.3,21.8,0.0070,,
1.2235,151,77.7,21.8,0.0075,,
1.2320,152,79.5,21.8,0.0075,,
1.2405,153,81.0,21.8,0.0070,,
1.2485,154,82.7,21.8,0.0065,,
1.2570,155,84.6,21.8,0.0070,,
1.2650,156,85.6,21.8,0.0075,,
1.2730,157,87.7,21.8,0.0075,,
1.2815,158,89.3,21.8,0.0075,,
1.2900,159,91.8,21.8,0.0070,,
1.2985,160,93.8,21.8,0.0070,,
1.3070,161,96.4,21.8,0.0070,,
1.3145,162,98.7,21.8,0.0070,,
1.3230,163,101.6,21.8,0.0075,,
1.3310,164,104.8,21.8,0.0075,,
1.3395,165,107.6,21.8,0.0070,,
1.3480,166,110.1,21.8,0.0070,,
1.3565,167,114.2,21.8,0.0070,,
1.3650,168,118.0,21.8,0.0075,,
1.3725,169,121.9,21.8,0.0070,,
1.3810,170,126.0,21.8,0.0075,,
1.3895,171,130.1,21.8,0.0070,,
1.3980,172,134.2,21.8,0.0070,,
1.4060,173,138.8,21.8,0.0065,,
1.4135,174,143.5,21.8,0.0070,,
1.4220,175,148.8,21.8,0.0075,,
1.4305,176,153.3,21.8,0.0075,,
1.4390,177,157.6,21.8,0.0070,,
1.4475,178,161.5,21.8,0.0070,,
1.4560,179,165.0,21.8,0.0070,,
1.4635,180,167.4,21.8,0.0070,,
1.4720,181,169.5,21.8,0.0075,,
1.4805,182,171.9,21.8,0.0075,,
1.4885,183,174.5,21.8,0.0065,,
1.4970,184,176.8,21.8,0.0070,,
1.5055,185,179.6,21.8,0.0070,,
1.5125,186,181.2,21.8,0.0065,,
1.5210,187,182.7,21.8,0.0075,,
1.5280,188,184.3,21.8,0.0065,,
1.5315,189,185.4,21.8,0.0030,,
1.5325,190,186.0,21.8,0.0010,,
1.5335,191,186.3,21.8,0.0010,,
1.5350,192,186.6,21.8,0.0015,,
